CAR_SELL_NO,ID,CAR_SELL_EA,CAR_SELL_PRICE,CAR_SELL_DATE
662,r170387025,8,361248,2023. 6. 9
663,m186710271,5,119050,2024. 2. 28
664,v430216535,3,181146,2023. 1. 11
665,i201480733,6,33246,2024. 7. 2
666,q505009001,7,172158,2024. 1. 10
667,t158725391,4,251432,2023. 8. 16
668,b956242896,8,247008,2023. 4. 6
669,l917784474,6,446112,2023. 6. 15
670,s535361986,7,581903,2022. 4. 19
671,n820338472,3,182910,2022. 9. 9
672,c753475243,7,159320,2022. 11. 25
673,e752450118,1,39106,2022. 4. 7
674,m235209967,9,821331,2022. 5. 18
675,b587275613,9,153594,2025. 6. 6
676,j090890430,4,376184,2024. 7. 10
677,p185790646,1,27420,2023. 8. 25
678,x578216739,1,60845,2025. 11. 30
679,h591420398,6,369474,2024. 8. 24
680,i283417880,8,67944,2024. 5. 13
681,f473338203,2,101722,2022. 1. 19
682,b102934138,10,186690,2022. 12. 26
683,f956576571,10,644130,2024. 4. 16
684,s240913201,2,52576,2022. 3. 1
685,h594570252,4,378840,2025. 6. 23
686,e035346629,5,88050,2024. 3. 22
687,p185790646,4,109680,2024. 1. 12
688,e048482443,3,183159,2023. 8. 22
689,q768309114,4,385932,2025. 3. 3
690,w211478643,5,353465,2022. 12. 5
691,f577452213,9,683946,2022. 7. 24
692,a530854675,4,89116,2022. 12. 18
693,y909174483,6,402816,2025. 1. 7
694,w274804528,5,213240,2022. 7. 20
695,f247372714,10,881960,2022. 1. 6
696,y290555468,9,744381,2025. 3. 10
697,b260715048,10,624570,2023. 2. 26
698,s202387396,9,488979,2025. 6. 16
699,y005651898,8,14064,2025. 6. 16
700,y934822626,2,16976,2025. 10. 23
701,z253656837,1,40167,2024. 4. 16
702,k707491393,2,165246,2025. 3. 28
703,y066260459,3,113586,2023. 8. 30
704,k198617132,2,162958,2024. 12. 27
705,t897689129,6,300750,2022. 6. 28
706,s240913201,4,105152,2025. 11. 23
707,r461036692,4,9364,2023. 3. 14
708,s021127621,8,109920,2024. 10. 3
709,k368053486,3,111816,2024. 2. 12
710,g949682824,8,63048,2024. 8. 12
711,i414199211,7,513905,2023. 10. 17
712,b854248682,9,661689,2022. 11. 17
713,n403365755,2,180808,2024. 2. 24
714,x918470206,7,180460,2022. 1. 24
715,z808077531,4,344780,2023. 10. 17
716,m770445858,10,489700,2023. 8. 31
717,e526146204,3,281196,2023. 9. 30
718,c046192105,6,159816,2024. 9. 29
719,w785382094,9,395523,2023. 10. 25
720,u833216271,4,256300,2022. 1. 31
721,n906307868,4,342620,2023. 2. 3
722,r458510512,3,77274,2024. 2. 5
723,i813203835,9,119673,2025. 11. 6
724,i573010689,2,133318,2022. 6. 10
725,g938548041,10,161030,2022. 5. 27
726,n872091307,6,203694,2024. 6. 20
727,g079094772,6,418620,2023. 9. 18
728,d951378224,2,102590,2024. 4. 12
729,p185790646,4,109680,2024. 4. 24
730,p177907768,1,41832,2022. 6. 9
731,c149949156,10,413160,2025. 5. 23
732,k236468841,8,388016,2022. 2. 19
733,c865999084,2,97260,2023. 4. 26
734,g558872516,9,277092,2023. 8. 5
735,m841136003,2,126950,2024. 12. 19
736,p329820686,3,122682,2023. 3. 31
737,k244249127,10,487240,2023. 9. 5
738,a086853493,8,494016,2022. 12. 21
739,g662626624,4,244964,2025. 2. 14
740,p300519469,4,78860,2024. 10. 28
741,n447697956,6,201174,2025. 12. 5
742,q230358813,2,131244,2023. 9. 4
743,m307856152,10,503810,2023. 2. 3
744,p140390536,8,464400,2022. 5. 21
745,r964076746,9,631512,2024. 11. 22
746,p290497314,6,522300,2025. 1. 15
747,q841194319,5,449635,2025. 1. 9
748,g866014773,8,542352,2024. 8. 5
749,k327752236,9,312534,2023. 3. 18
750,i191568699,6,254460,2024. 10. 8
751,b274552561,9,583497,2025. 12. 8
752,a391397529,7,304612,2024. 3. 18
753,n295129476,9,871245,2023. 3. 18
754,s202387396,3,162993,2023. 8. 30
755,c766713301,10,804530,2022. 7. 13
756,j925781109,1,26790,2024. 5. 22
757,c966681069,3,158574,2022. 5. 1
758,h053652858,5,284520,2024. 11. 16
759,s094435191,2,108726,2023. 8. 9
760,y978736115,3,194694,2022. 12. 3
761,w440020513,1,75394,2022. 12. 1
762,b117848785,7,564158,2022. 5. 31
763,q908065955,5,148850,2025. 6. 2
764,a013563028,7,666190,2024. 3. 13
765,j475889116,8,424536,2025. 11. 12
766,s202387396,3,162993,2023. 10. 12
767,a273422259,1,25734,2023. 2. 9
768,w095922649,8,653432,2024. 11. 7
769,b725993669,9,260847,2025. 1. 15
770,n872091307,2,67898,2022. 5. 25
771,q685423306,8,752384,2025. 2. 10
772,e460980098,1,6685,2024. 10. 19
773,c478661839,1,99828,2023. 6. 19
774,b245736256,10,180850,2022. 5. 2
775,l625004805,7,650440,2023. 8. 25
776,k198617132,8,651832,2024. 11. 27
777,z945409020,5,188945,2024. 8. 23
778,w876251197,5,229830,2023. 7. 13
779,a523831497,1,90691,2022. 2. 13
780,f405113731,9,603441,2023. 9. 11
781,q474435846,2,107930,2023. 3. 8
782,l434227533,9,57123,2025. 11. 5
783,d660474406,9,249192,2025. 9. 26
784,t158725391,9,565722,2025. 1. 22
785,r963898125,3,187149,2023. 10. 21
786,p615314891,7,679350,2025. 2. 20
787,n635288385,10,30430,2023. 7. 19
788,f449136765,3,187692,2023. 8. 26
789,q237997458,9,633717,2023. 3. 28
790,m166376048,7,133441,2025. 11. 24
791,g558872516,1,30788,2024. 1. 29
792,q230358813,2,131244,2022. 10. 23
793,j578829844,4,169312,2024. 10. 7
794,n801617826,3,76074,2024. 7. 14
795,g662626624,10,612410,2023. 7. 29
796,t010878562,2,101404,2023. 1. 20
797,l697156853,7,35021,2025. 7. 1
798,b868566841,7,518637,2022. 9. 15
799,t756846035,5,479055,2022. 5. 14
800,b854248682,8,588168,2022. 4. 15
801,f264923425,8,161616,2024. 4. 20
802,s997427882,7,218225,2022. 5. 10
803,c766713301,10,804530,2023. 7. 18
804,w274804528,9,383832,2022. 7. 1
805,m203002784,3,134736,2023. 6. 17
806,p116551145,2,4032,2024. 10. 1
807,e742151148,1,78693,2024. 1. 24
808,t371937086,3,223551,2022. 12. 24
809,a190327873,10,833190,2023. 3. 3
810,t850295571,6,148842,2025. 7. 26
811,o687190908,5,408915,2024. 10. 11
812,m428392403,4,263312,2023. 6. 25
813,e589800789,2,100998,2024. 5. 6
814,e906289036,6,354612,2024. 12. 26
815,w659469816,7,217091,2024. 12. 1
816,x234592518,7,271418,2022. 10. 8
817,t378993129,6,502986,2023. 10. 7
818,o267343312,5,148205,2024. 11. 7
819,x284040516,6,306432,2022. 1. 7
820,b447961600,8,330304,2024. 8. 16
821,o232985552,1,50969,2024. 6. 13
822,c359134334,7,71589,2024. 10. 12
823,e035346629,8,140880,2023. 8. 16
824,u050540002,2,163022,2025. 5. 18
825,g672789448,3,110184,2025. 1. 14
826,x843217012,8,291120,2024. 5. 31
827,a202804636,3,182424,2025. 9. 29
828,f256197475,10,178900,2022. 10. 25
829,x531413762,5,169455,2022. 8. 21
830,y377574283,5,79140,2023. 10. 31
831,v420169110,3,296436,2022. 12. 4
832,c384131512,4,151720,2024. 1. 2
833,a530854675,1,22279,2025. 4. 10
834,o795588968,9,27513,2023. 3. 24
835,b868566841,8,592728,2025. 6. 6
836,q230358813,6,393732,2022. 12. 10
837,f425955481,7,337750,2022. 2. 20
838,r318061888,6,538686,2025. 5. 11
839,p404933817,7,45731,2024. 11. 10
840,p060968235,1,96498,2024. 5. 14
841,p678449343,8,226200,2023. 6. 19
842,c843161517,3,226353,2022. 3. 16
843,b305774962,8,678120,2024. 6. 25
844,t787990132,1,46380,2023. 2. 14
845,n133321441,5,195075,2025. 9. 27
846,p147011736,9,460260,2025. 11. 5
847,d805220480,7,331282,2024. 12. 25
848,c780756921,2,45202,2025. 6. 7
849,h591420398,4,246316,2023. 7. 30
850,t933788511,5,139895,2024. 10. 21
851,y147941927,7,574630,2024. 4. 12
852,k325324892,8,416760,2024. 11. 11
853,v430216535,6,362292,2023. 9. 14
854,e752450118,9,351954,2024. 12. 5
855,w100105291,9,866862,2025. 7. 16
856,a611529813,8,522928,2023. 8. 27
857,l917784474,2,148704,2022. 12. 23
858,v867724546,1,86355,2022. 3. 19
859,c766713301,10,804530,2022. 1. 22
860,i201480733,3,16623,2024. 5. 29
861,f193244122,2,36620,2022. 10. 1
862,g133157038,4,327028,2023. 6. 24
863,e523349801,1,74237,2025. 6. 14
864,q230358813,5,328110,2025. 6. 23
865,h821931862,1,45322,2025. 2. 5
866,p185790646,5,137100,2023. 4. 9
867,u974470480,7,619661,2025. 7. 10
868,m777764975,6,228900,2023. 11. 10
869,a972408263,7,487676,2023. 6. 9
870,k236468841,5,242510,2022. 7. 17
871,y655933809,9,228402,2023. 11. 13
872,i357238080,8,173048,2022. 10. 16
873,w456526542,1,90396,2025. 12. 22
874,w937113146,10,502100,2025. 7. 11
875,q555609051,8,488344,2024. 10. 18
876,g463210884,9,428148,2023. 8. 31
877,m203002784,4,179648,2023. 8. 24
878,u488295752,2,4488,2025. 6. 2
879,a016807608,3,140010,2023. 9. 19
880,g272489013,10,758450,2024. 6. 4
881,j925781109,4,107160,2023. 5. 20
882,k190077405,5,80925,2022. 10. 27
883,q590187942,3,69825,2025. 7. 4
884,v908972165,7,111608,2023. 11. 17
885,c359134334,2,20454,2025. 5. 3
886,j130642177,4,46340,2022. 2. 26
887,j327215247,6,323004,2024. 4. 8
888,f799509597,7,363041,2024. 12. 5
889,p171082458,4,272916,2025. 1. 4
890,a541306673,5,325465,2025. 12. 11
891,j116446252,7,622902,2023. 4. 5
892,b278394864,9,845901,2023. 5. 6
893,b689697169,6,216978,2023. 6. 22
894,v869902168,10,50160,2025. 3. 8
895,a445111665,7,339668,2023. 6. 20
896,o473881481,9,172593,2022. 1. 17
897,n635288385,3,9129,2024. 1. 18
898,o278696170,10,72370,2025. 10. 1
899,o163164556,2,52166,2023. 5. 20
900,i504850708,10,42080,2023. 8. 2
901,c274462508,5,297525,2024. 6. 15
902,z945409020,2,75578,2025. 12. 28
903,v233760093,3,266811,2022. 3. 6
904,k748242632,3,110004,2022. 8. 30
905,f186860712,2,103004,2024. 6. 2
906,t320554606,5,30795,2022. 3. 1
907,a873116347,8,501736,2022. 4. 1
908,y147941927,8,656720,2025. 5. 15
909,z147786765,7,574021,2023. 9. 11
910,b854248682,7,514647,2024. 1. 12
911,k244249127,8,389792,2025. 3. 10
912,a085775068,10,134840,2025. 9. 14
913,u848133056,8,80328,2024. 11. 27
914,i813807775,3,232713,2024. 10. 12
915,i949593409,7,273476,2022. 8. 22
916,r244463669,1,84988,2023. 9. 19
917,b652318387,1,54524,2025. 6. 8
918,p160491801,3,275778,2022. 9. 4
919,z380800941,3,279357,2025. 7. 2
920,f836042464,4,60808,2025. 11. 2
921,m166376048,9,171567,2023. 7. 1
922,u369312565,3,20193,2025. 12. 12
923,m209201209,7,232729,2023. 10. 16
924,u488295752,9,20196,2025. 3. 11
925,p060968235,5,482490,2024. 11. 6
926,a750022917,9,164376,2024. 5. 13
927,w399320435,8,308296,2022. 3. 20
928,u331418756,9,827847,2022. 9. 23
929,u875557260,1,66821,2022. 1. 19
930,f264923425,6,121212,2025. 6. 2
931,j564617613,3,83907,2022. 3. 14
932,m450552697,8,374824,2023. 7. 27
933,i224266702,2,92062,2022. 7. 27
934,m203002784,7,314384,2023. 11. 29
935,k620548230,8,737536,2022. 8. 6
936,f647973218,5,462380,2025. 12. 27
937,p089570760,3,89196,2022. 12. 13
938,x918470206,6,154680,2024. 12. 1
939,x449191149,7,407827,2025. 1. 7
940,i614225745,6,186036,2025. 7. 14
941,e921569797,8,220496,2022. 10. 3
942,y005651898,5,8790,2022. 1. 13
943,b109978369,4,58168,2022. 12. 18
944,f407283150,2,191030,2024. 7. 8
945,w447597772,6,503490,2024. 7. 24
946,b041537536,1,52028,2025. 11. 6
947,e317312951,10,687770,2024. 3. 1
948,b179906615,8,585984,2023. 10. 16
949,c843161517,3,226353,2022. 8. 20
950,t714544962,1,79356,2022. 12. 7
951,z808077531,5,430975,2024. 12. 11
952,c149949156,10,413160,2025. 11. 22
953,g716684403,2,131994,2023. 7. 11
954,b880394755,6,372486,2025. 8. 17
955,e191171995,9,498825,2025. 11. 26
956,p948980825,8,431304,2022. 4. 16
957,w905661900,1,25793,2024. 3. 27
958,x543482019,3,186225,2025. 11. 21
959,l254467993,4,192416,2025. 2. 18
960,g716684403,4,263988,2024. 7. 12
961,l507680645,2,129926,2022. 10. 20
962,c160384786,3,244545,2024. 2. 1
963,a818248949,5,303165,2024. 5. 7
964,n298558509,9,790281,2024. 10. 22
965,c779201195,4,60436,2022. 2. 16
966,m450552697,5,234265,2023. 7. 5
967,o327177699,5,360775,2024. 5. 14
968,r431377184,10,828200,2023. 5. 5
969,i483094437,6,383844,2023. 11. 9
970,w596353295,9,428661,2024. 10. 22
971,l008731752,8,728456,2022. 7. 15
972,q011238084,8,196128,2023. 10. 15
973,f996915608,3,223677,2024. 1. 22
974,r143806315,10,418900,2022. 5. 14
975,t921584037,1,68498,2025. 5. 26
976,v288031545,2,139450,2023. 10. 1
977,b102934138,2,37338,2022. 12. 24
978,o501137473,5,128110,2025. 12. 26
979,v496107330,4,225824,2024. 10. 30
980,y056571096,4,14224,2022. 9. 8
981,u541632823,8,128544,2025. 6. 1
982,p060227933,1,41714,2023. 11. 3
983,k399391602,8,721848,2024. 8. 4
984,i483094437,6,383844,2023. 1. 9
985,a087547668,6,493452,2024. 6. 8
986,n395232469,1,54733,2022. 9. 23
987,c513104329,4,305860,2025. 4. 23
988,r573436454,2,130420,2024. 3. 13
989,c883605480,8,605432,2025. 8. 2
990,q503752561,2,76038,2023. 1. 28
991,a128096267,6,105354,2024. 4. 27
992,o481527948,9,58968,2024. 8. 23
993,m152544240,4,315284,2024. 6. 26
994,n820261369,4,68508,2022. 9. 3
995,r720773561,1,33724,2025. 3. 4
996,x263895074,8,526448,2024. 9. 5
997,h651056049,2,51482,2022. 11. 18
998,r584934276,9,788139,2025. 7. 26
999,m226583678,6,213978,2023. 9. 19
1000,r359603920,5,155200,2024. 1. 16
1001,h300338334,2,97046,2022. 4. 9
1002,t714544962,3,238068,2025. 8. 27
1003,b689697169,10,361630,2023. 2. 8
1004,g064755704,9,818280,2022. 8. 21
1005,u488295752,7,15708,2025. 4. 16
1006,h084718232,2,16776,2024. 6. 19
1007,b197017234,2,49846,2023. 10. 3
1008,f742567163,1,86246,2023. 12. 15
1009,h653421156,2,20532,2025. 5. 29
1010,i099957648,10,972870,2022. 9. 3
1011,v400975638,8,196832,2022. 3. 20
1012,u833216271,4,256300,2025. 9. 14
1013,l625004805,3,278760,2024. 2. 27
1014,n889450272,5,213030,2025. 3. 3
1015,e086151161,1,58760,2025. 2. 6
1016,i659512955,8,630896,2025. 1. 2
1017,y705994130,7,340389,2023. 5. 23
1018,j808485118,9,171234,2024. 1. 27
1019,m040735061,5,287760,2025. 6. 16
1020,f391063281,7,259896,2024. 12. 14
1021,g979090134,10,450620,2022. 5. 5
1022,m308308627,10,847530,2023. 3. 17
1023,q474435846,8,431720,2024. 7. 7
1024,y913649630,9,612225,2022. 11. 7
1025,s229176418,10,610540,2024. 6. 17
1026,z993646811,9,46125,2023. 5. 14
1027,x566052323,2,36118,2025. 5. 29
1028,b013078904,9,344934,2022. 7. 15
1029,w937113146,10,502100,2024. 12. 19
1030,p116551145,3,6048,2024. 11. 29
1031,a055384820,5,463150,2023. 8. 14
1032,b587275613,1,17066,2022. 2. 3
1033,h623930275,3,281079,2024. 12. 31
1034,m309002793,1,71886,2022. 4. 29
1035,n906307868,6,513930,2023. 9. 27
1036,w481124696,4,127952,2023. 6. 1
1037,i750782508,7,358127,2023. 6. 11
1038,h976723591,8,22328,2024. 6. 11
1039,p678449343,2,56550,2024. 6. 11
1040,e589800789,10,504990,2022. 6. 9
1041,f181832254,7,668836,2023. 10. 10
1042,r565789698,8,396816,2024. 12. 13
1043,y147941927,1,82090,2025. 7. 23
1044,z453737001,8,700552,2025. 12. 8
1045,c000272297,9,475353,2022. 8. 13
1046,s105151860,1,89162,2023. 7. 26
1047,y854849557,10,887500,2023. 5. 30
1048,g558872516,7,215516,2024. 12. 24
1049,f720624315,8,635224,2024. 2. 26
1050,v649715919,5,418730,2022. 10. 22
1051,z116142910,6,475872,2025. 2. 4
1052,t813563818,10,672110,2022. 10. 4
1053,q252678473,8,730352,2023. 2. 2
1054,h097441900,1,63376,2023. 10. 3
1055,q573278945,7,575939,2024. 1. 24
1056,y943773423,6,352890,2025. 7. 24
1057,k327752236,6,208356,2024. 3. 19
1058,u590470738,1,37972,2024. 4. 14
1059,e901724746,6,223452,2022. 9. 18
1060,c095813097,10,917850,2022. 11. 17
1061,m975516400,2,169494,2023. 5. 25
1062,m226583678,8,285304,2025. 10. 27
1063,p159192845,5,363905,2025. 2. 23
1064,b197017234,2,49846,2022. 2. 6
1065,a873116347,1,62717,2024. 7. 22
1066,r719614465,4,11152,2025. 3. 6
1067,e953612711,2,121750,2022. 9. 12
1068,v400975638,8,196832,2024. 6. 28
1069,b137405804,2,24932,2022. 10. 18
1070,q768309114,6,578898,2023. 1. 30
1071,f592561891,6,23982,2025. 12. 8
1072,e584178541,4,27136,2024. 1. 12
1073,w596353295,8,381032,2023. 6. 11
1074,b587275613,10,170660,2023. 11. 19
1075,u324400054,6,445206,2022. 8. 9
1076,u795298061,9,613206,2023. 6. 17
1077,f391063281,10,371280,2023. 3. 2
1078,z710081015,2,160946,2024. 7. 16
1079,g589340602,2,35954,2022. 7. 1
1080,j130642177,10,115850,2022. 5. 22
1081,i081122527,1,1746,2025. 2. 21
1082,w680492819,10,868830,2025. 8. 28
1083,k399391602,4,360924,2024. 4. 24
1084,m323163783,4,7164,2023. 11. 2
1085,d807541835,3,124059,2024. 7. 22
1086,g184093906,1,36077,2023. 11. 7
1087,i845867884,6,120108,2023. 5. 29
1088,g690457268,7,634529,2024. 7. 3
1089,l549062224,7,162435,2024. 2. 11
1090,z885391055,8,407032,2023. 10. 5
1091,g215641104,5,145595,2022. 1. 6
1092,b000338915,10,762460,2024. 6. 7
1093,z731036355,8,769280,2024. 7. 13
1094,j676970000,9,395451,2022. 12. 11
1095,w785382094,7,307629,2023. 12. 10
1096,u833216271,7,448525,2025. 11. 14
1097,n959436310,1,25254,2025. 8. 12
1098,d194514077,3,283428,2022. 12. 13
1099,e829549539,8,314592,2025. 5. 28
1100,e517918579,2,150794,2022. 1. 26
1101,q604473026,9,505476,2022. 1. 24
1102,f813934821,4,246832,2025. 5. 18
1103,f720624315,5,397015,2024. 1. 31
1104,m166376048,2,38126,2024. 9. 3
1105,u875557260,4,267284,2025. 3. 3
1106,a963379821,10,756030,2024. 11. 10
1107,s240913201,7,184016,2022. 12. 22
1108,l434227533,7,44429,2022. 4. 3
1109,r007620803,5,406355,2022. 7. 7
1110,m166376048,9,171567,2025. 2. 13
1111,m818930663,6,152874,2023. 8. 6
1112,z147786765,7,574021,2025. 9. 8
1113,w785382094,10,439470,2023. 7. 11
1114,l930658399,8,26752,2022. 1. 18
1115,x284040516,2,102144,2022. 6. 14
1116,c513104329,9,688185,2022. 5. 24
1117,s002393601,10,931760,2024. 10. 13
1118,i683625751,4,372524,2025. 2. 25
1119,e313639115,8,426320,2025. 7. 3
1120,r720773561,5,168620,2024. 11. 24
1121,d967958327,1,33616,2023. 7. 29
1122,z408899478,3,174951,2025. 12. 18
1123,p147011736,5,255700,2022. 10. 7
1124,z005898421,4,15320,2025. 4. 3
1125,p176662251,5,135140,2024. 1. 9
1126,a087547668,4,328968,2025. 10. 13
1127,s669175016,6,127728,2024. 3. 4
1128,s795949065,8,63328,2023. 11. 15
1129,q027632715,9,54639,2025. 9. 25
1130,z897981508,1,89470,2022. 1. 22
1131,l523635677,10,159320,2024. 1. 27
1132,q989625464,9,216270,2024. 5. 20
1133,d194514077,10,944760,2023. 8. 27
1134,w447597772,2,167830,2024. 3. 30
1135,e083033537,4,51144,2024. 9. 22
1136,c766713301,10,804530,2022. 5. 9
1137,p682976673,4,37316,2023. 6. 20
1138,h300338334,1,48523,2024. 1. 3
1139,q011238084,4,98064,2022. 6. 6
1140,c466917414,6,150966,2023. 12. 9
1141,u648101851,6,513768,2024. 2. 9
1142,l625004805,7,650440,2024. 12. 7
1143,t667015530,5,15030,2023. 8. 16
1144,f077591748,8,737608,2025. 10. 12
1145,k308718997,8,604512,2025. 8. 15
1146,l915393825,8,447168,2023. 7. 21
1147,f186860712,10,515020,2024. 9. 9
1148,x420016273,7,414190,2022. 1. 16
1149,n172021666,8,728024,2022. 11. 19
1150,u413915093,3,190434,2023. 7. 23
1151,b013078904,1,38326,2025. 1. 30
1152,h284695403,3,145275,2023. 7. 17
1153,d560368596,10,472780,2024. 12. 6
1154,j605378914,4,56560,2023. 12. 20
1155,s669175016,5,106440,2025. 3. 2
1156,s436817915,3,197397,2025. 12. 10
1157,w021429903,6,268728,2025. 4. 22
1158,e842827818,1,46169,2025. 8. 9
1159,x578216739,7,425915,2023. 8. 1
1160,r007620803,8,650168,2022. 11. 4
1161,m714835104,8,296512,2025. 12. 3
1162,v411389212,6,381750,2024. 12. 28
1163,t068061728,5,360680,2022. 7. 9
1164,h323511737,7,209601,2025. 2. 3
1165,x525162938,9,605457,2023. 7. 3
1166,t637417378,5,199540,2022. 4. 24
1167,u331418756,10,919830,2022. 11. 6
1168,y396983821,6,294708,2025. 10. 19
1169,v167890624,8,141472,2024. 5. 14
1170,o021657964,3,164946,2024. 1. 17
1171,g064755704,9,818280,2025. 12. 29
1172,k368053486,10,372720,2024. 4. 19
1173,r602531234,9,762039,2023. 12. 1
1174,t642024805,4,55920,2024. 5. 13
1175,a457805264,2,31790,2025. 8. 22
1176,x918470206,3,77340,2023. 6. 3
1177,o687190908,5,408915,2022. 10. 28
1178,e191171995,2,110850,2022. 3. 1
1179,n799111736,4,380736,2023. 10. 3
1180,e921569797,8,220496,2024. 7. 30
1181,t896241771,8,85896,2022. 6. 13
1182,g764771587,7,295127,2024. 9. 10
1183,v246312987,6,279018,2025. 4. 11
1184,h161359915,7,530040,2022. 2. 9
1185,s795949065,8,63328,2025. 12. 13
1186,d278810140,7,629699,2023. 11. 26
1187,u875557260,2,133642,2025. 1. 7
1188,a585839649,6,384630,2023. 7. 16
1189,s654707232,1,81659,2023. 4. 16
1190,k244249127,10,487240,2022. 4. 30
1191,i099957648,3,291861,2024. 2. 26
1192,q485561522,2,141506,2022. 2. 28
1193,b500511397,1,32277,2025. 10. 24
1194,y377574283,6,94968,2023. 12. 30
1195,t897689129,10,501250,2023. 2. 11
1196,k707491393,4,330492,2025. 5. 12
1197,p140390536,5,290250,2025. 1. 10
1198,n133754148,3,67032,2022. 6. 5
1199,s158550421,8,211960,2025. 1. 12
1200,u193656311,8,612800,2025. 12. 19
1201,g992903623,9,825345,2022. 12. 17
1202,m975516400,1,84747,2025. 7. 18
1203,x156213959,6,141762,2025. 8. 30
1204,d058246591,3,127314,2023. 1. 12
1205,x420016273,8,473360,2025. 6. 29
1206,s868079140,1,97965,2022. 6. 25
1207,p159192845,6,436686,2024. 3. 25
1208,y290555468,7,578963,2024. 12. 5
1209,h284695403,4,193700,2025. 3. 25
1210,g431399720,2,198784,2025. 7. 12
1211,j605378914,4,56560,2023. 9. 30
1212,w084741847,6,189522,2023. 1. 6
1213,w785382094,6,263682,2022. 8. 13
1214,c041917494,7,44639,2025. 9. 27
1215,m186710271,4,95240,2022. 3. 12
1216,l507680645,4,259852,2022. 5. 10
1217,q231649573,2,76144,2024. 8. 5
1218,m714835104,6,222384,2025. 10. 26
1219,g133157038,10,817570,2022. 11. 4
